username,timestamp,content,retweets,likes,replies,mentions,hashtags,content_length,total_engagement
user_416,2025-08-31 08:21:04+00:00,This is a sample tweet about Indian stock market #intraday,347,1807,401,"user_354, user_362","#banknifty, #intraday",58,2555
user_464,2025-08-31 08:20:29+00:00,This is a sample tweet about Indian stock market #intraday,206,2252,83,"user_468, user_378","#sensex, #banknifty, #intraday",58,2541
user_425,2025-08-31 08:19:51+00:00,This is a sample tweet about Indian stock market #sensex,927,367,211,user_264,"#intraday, #nifty50, #sensex",56,1505
user_209,2025-08-31 08:18:25+00:00,This is a sample tweet about Indian stock market #intraday,678,914,153,"user_303, user_146","#sensex, #nifty50, #intraday",58,1745
user_354,2025-08-31 08:18:16+00:00,This is a sample tweet about Indian stock market #nifty50,282,2497,224,user_432,"#nifty50, #banknifty, #intraday",57,3003
user_305,2025-08-31 08:17:42+00:00,This is a sample tweet about Indian stock market #intraday,378,693,459,"user_153, user_277","#intraday, #sensex, #banknifty",58,1530
user_3,2025-08-31 08:14:34+00:00,This is a sample tweet about Indian stock market #intraday,813,779,235,user_412,"#intraday, #sensex",58,1827
user_379,2025-08-31 08:13:39+00:00,This is a sample tweet about Indian stock market #banknifty,797,778,155,user_46,"#sensex, #intraday",59,1730
user_487,2025-08-31 08:12:53+00:00,This is a sample tweet about Indian stock market #banknifty,839,827,49,"user_180, user_157, user_184","#sensex, #banknifty",59,1715
user_202,2025-08-31 08:11:44+00:00,This is a sample tweet about Indian stock market #intraday,339,389,412,user_388,"#intraday, #sensex, #banknifty",58,1140
user_144,2025-08-31 08:11:14+00:00,This is a sample tweet about Indian stock market #banknifty,805,1004,58,user_140,#sensex,59,1867
user_461,2025-08-31 08:10:45+00:00,This is a sample tweet about Indian stock market #sensex,286,1477,275,"user_153, user_257, user_348",#nifty50,56,2038
user_159,2025-08-31 08:10:23+00:00,This is a sample tweet about Indian stock market #sensex,754,178,250,,"#sensex, #banknifty, #nifty50",56,1182
user_110,2025-08-31 08:09:33+00:00,This is a sample tweet about Indian stock market #intraday,745,2037,286,,"#intraday, #sensex, #nifty50",58,3068
user_187,2025-08-31 08:07:15+00:00,This is a sample tweet about Indian stock market #sensex,607,15,388,"user_102, user_380","#intraday, #sensex",56,1010
user_336,2025-08-31 08:06:37+00:00,This is a sample tweet about Indian stock market #intraday,373,1893,94,,#nifty50,58,2360
user_385,2025-08-31 08:06:19+00:00,This is a sample tweet about Indian stock market #sensex,168,1608,256,user_320,"#nifty50, #sensex, #banknifty",56,2032
user_355,2025-08-31 08:06:14+00:00,This is a sample tweet about Indian stock market #sensex,301,709,166,"user_95, user_249, user_427","#sensex, #banknifty, #intraday",56,1176
user_112,2025-08-31 08:04:59+00:00,This is a sample tweet about Indian stock market #sensex,563,2992,376,"user_38, user_76, user_102",#intraday,56,3931
user_412,2025-08-31 08:04:02+00:00,This is a sample tweet about Indian stock market #sensex,504,743,425,"user_20, user_417, user_214",#sensex,56,1672
user_182,2025-08-31 08:02:57+00:00,This is a sample tweet about Indian stock market #nifty50,485,2720,493,,#banknifty,57,3698
user_486,2025-08-31 08:02:47+00:00,This is a sample tweet about Indian stock market #sensex,990,2151,449,user_90,"#nifty50, #banknifty, #intraday",56,3590
user_170,2025-08-31 08:02:22+00:00,This is a sample tweet about Indian stock market #sensex,182,961,88,,#banknifty,56,1231
user_225,2025-08-31 08:01:43+00:00,This is a sample tweet about Indian stock market #nifty50,873,2378,117,user_460,"#intraday, #nifty50, #banknifty",57,3368
user_442,2025-08-31 08:01:11+00:00,This is a sample tweet about Indian stock market #banknifty,345,2391,326,user_18,"#sensex, #intraday",59,3062
user_357,2025-08-31 08:00:36+00:00,This is a sample tweet about Indian stock market #sensex,589,577,298,"user_32, user_88",#banknifty,56,1464
user_66,2025-08-31 07:59:48+00:00,This is a sample tweet about Indian stock market #sensex,735,1255,466,user_130,"#sensex, #nifty50",56,2456
user_125,2025-08-31 07:59:08+00:00,This is a sample tweet about Indian stock market #intraday,864,368,378,"user_58, user_309, user_419","#nifty50, #banknifty, #intraday",58,1610
user_338,2025-08-31 07:57:58+00:00,This is a sample tweet about Indian stock market #nifty50,749,2718,260,user_100,#banknifty,57,3727
user_390,2025-08-31 07:57:27+00:00,This is a sample tweet about Indian stock market #sensex,766,113,449,,"#intraday, #sensex",56,1328
user_389,2025-08-31 07:56:57+00:00,This is a sample tweet about Indian stock market #nifty50,456,1087,239,"user_97, user_258","#banknifty, #sensex",57,1782
user_314,2025-08-31 07:55:40+00:00,This is a sample tweet about Indian stock market #nifty50,205,722,472,"user_76, user_442","#intraday, #sensex",57,1399
user_419,2025-08-31 07:55:38+00:00,This is a sample tweet about Indian stock market #sensex,210,2299,378,user_188,"#sensex, #banknifty",56,2887
user_330,2025-08-31 07:54:36+00:00,This is a sample tweet about Indian stock market #banknifty,482,2879,273,"user_492, user_187",#intraday,59,3634
user_174,2025-08-31 07:54:10+00:00,This is a sample tweet about Indian stock market #nifty50,795,267,63,,"#nifty50, #sensex",57,1125
user_480,2025-08-31 07:53:55+00:00,This is a sample tweet about Indian stock market #banknifty,431,2685,274,"user_76, user_140","#banknifty, #nifty50, #sensex",59,3390
user_220,2025-08-31 07:52:36+00:00,This is a sample tweet about Indian stock market #nifty50,53,1765,81,user_378,"#intraday, #sensex",57,1899
user_161,2025-08-31 07:51:45+00:00,This is a sample tweet about Indian stock market #nifty50,291,12,141,"user_243, user_13","#nifty50, #intraday",57,444
user_499,2025-08-31 07:51:28+00:00,This is a sample tweet about Indian stock market #intraday,208,334,393,,"#nifty50, #sensex",58,935
user_116,2025-08-31 07:50:05+00:00,This is a sample tweet about Indian stock market #sensex,590,2896,425,"user_135, user_262",#intraday,56,3911
user_90,2025-08-31 07:50:02+00:00,This is a sample tweet about Indian stock market #nifty50,469,2988,388,"user_310, user_308",#banknifty,57,3845
user_44,2025-08-31 07:49:51+00:00,This is a sample tweet about Indian stock market #sensex,898,918,136,"user_485, user_156, user_385",#banknifty,56,1952
user_24,2025-08-31 07:49:22+00:00,This is a sample tweet about Indian stock market #banknifty,110,2920,8,user_469,#banknifty,59,3038
user_278,2025-08-31 07:49:13+00:00,This is a sample tweet about Indian stock market #intraday,45,2360,405,"user_42, user_442","#intraday, #banknifty",58,2810
user_457,2025-08-31 07:48:46+00:00,This is a sample tweet about Indian stock market #banknifty,791,605,286,user_272,#banknifty,59,1682
user_478,2025-08-31 07:47:03+00:00,This is a sample tweet about Indian stock market #sensex,658,2889,302,"user_418, user_496, user_336","#nifty50, #banknifty",56,3849
user_466,2025-08-31 07:46:17+00:00,This is a sample tweet about Indian stock market #sensex,810,1290,449,user_247,"#intraday, #nifty50, #sensex",56,2549
user_73,2025-08-31 07:45:44+00:00,This is a sample tweet about Indian stock market #nifty50,520,1062,465,"user_356, user_129","#sensex, #intraday",57,2047
user_192,2025-08-31 07:45:21+00:00,This is a sample tweet about Indian stock market #intraday,331,2201,408,"user_37, user_431",#banknifty,58,2940
user_266,2025-08-31 07:45:00+00:00,This is a sample tweet about Indian stock market #banknifty,707,333,353,"user_489, user_140, user_309","#nifty50, #intraday",59,1393
user_274,2025-08-31 07:44:07+00:00,This is a sample tweet about Indian stock market #nifty50,728,2906,462,user_68,"#sensex, #nifty50",57,4096
user_438,2025-08-31 07:43:29+00:00,This is a sample tweet about Indian stock market #sensex,651,570,309,user_380,"#banknifty, #nifty50, #sensex",56,1530
user_190,2025-08-31 07:42:43+00:00,This is a sample tweet about Indian stock market #nifty50,31,1680,304,,"#sensex, #banknifty",57,2015
user_286,2025-08-31 07:42:21+00:00,This is a sample tweet about Indian stock market #banknifty,686,937,493,"user_202, user_76, user_21","#intraday, #sensex",59,2116
user_434,2025-08-31 07:40:57+00:00,This is a sample tweet about Indian stock market #intraday,794,2467,344,"user_428, user_382","#sensex, #nifty50",58,3605
user_191,2025-08-31 07:40:49+00:00,This is a sample tweet about Indian stock market #sensex,663,2794,415,user_311,"#nifty50, #intraday, #sensex",56,3872
user_65,2025-08-31 07:40:41+00:00,This is a sample tweet about Indian stock market #nifty50,208,455,50,"user_371, user_465",#banknifty,57,713
user_178,2025-08-31 07:40:24+00:00,This is a sample tweet about Indian stock market #banknifty,235,2646,29,"user_144, user_451, user_160","#banknifty, #intraday, #nifty50",59,2910
user_285,2025-08-31 07:40:03+00:00,This is a sample tweet about Indian stock market #nifty50,359,2709,220,"user_303, user_315, user_440",#banknifty,57,3288
user_114,2025-08-31 07:39:39+00:00,This is a sample tweet about Indian stock market #banknifty,91,1678,142,"user_92, user_224, user_368",#nifty50,59,1911
user_320,2025-08-31 07:39:32+00:00,This is a sample tweet about Indian stock market #intraday,378,782,177,,#nifty50,58,1337
user_285,2025-08-31 07:39:10+00:00,This is a sample tweet about Indian stock market #intraday,885,2645,50,"user_309, user_167",#nifty50,58,3580
user_66,2025-08-31 07:38:03+00:00,This is a sample tweet about Indian stock market #banknifty,911,2713,254,"user_487, user_439, user_414",#nifty50,59,3878
user_333,2025-08-31 07:36:25+00:00,This is a sample tweet about Indian stock market #banknifty,572,2036,9,,"#banknifty, #sensex",59,2617
user_424,2025-08-31 07:36:00+00:00,This is a sample tweet about Indian stock market #nifty50,437,2105,1,,"#sensex, #banknifty, #intraday",57,2543
user_404,2025-08-31 07:35:38+00:00,This is a sample tweet about Indian stock market #nifty50,777,416,379,"user_317, user_458, user_189","#sensex, #banknifty, #intraday",57,1572
user_143,2025-08-31 07:35:02+00:00,This is a sample tweet about Indian stock market #intraday,85,1876,129,user_21,"#nifty50, #intraday, #sensex",58,2090
user_99,2025-08-31 07:33:26+00:00,This is a sample tweet about Indian stock market #banknifty,874,819,66,,"#sensex, #nifty50",59,1759
user_64,2025-08-31 07:32:51+00:00,This is a sample tweet about Indian stock market #nifty50,610,2157,301,"user_351, user_422","#nifty50, #banknifty, #intraday",57,3068
user_242,2025-08-31 07:31:45+00:00,This is a sample tweet about Indian stock market #banknifty,788,1189,6,,"#intraday, #banknifty",59,1983
user_484,2025-08-31 07:31:44+00:00,This is a sample tweet about Indian stock market #nifty50,169,916,9,user_266,"#banknifty, #sensex, #nifty50",57,1094
user_326,2025-08-31 07:31:29+00:00,This is a sample tweet about Indian stock market #nifty50,857,2697,162,"user_147, user_322","#intraday, #sensex",57,3716
user_431,2025-08-31 07:31:27+00:00,This is a sample tweet about Indian stock market #intraday,962,2466,397,"user_122, user_305",#intraday,58,3825
user_213,2025-08-31 07:30:05+00:00,This is a sample tweet about Indian stock market #banknifty,492,682,58,,#sensex,59,1232
user_223,2025-08-31 07:29:05+00:00,This is a sample tweet about Indian stock market #nifty50,458,126,229,,"#nifty50, #banknifty, #sensex",57,813
user_403,2025-08-31 07:29:00+00:00,This is a sample tweet about Indian stock market #intraday,804,443,220,user_449,"#banknifty, #sensex, #intraday",58,1467
user_79,2025-08-31 07:28:51+00:00,This is a sample tweet about Indian stock market #nifty50,741,2320,348,"user_439, user_128",#sensex,57,3409
user_40,2025-08-31 07:27:53+00:00,This is a sample tweet about Indian stock market #banknifty,852,176,204,"user_375, user_399",#banknifty,59,1232
user_93,2025-08-31 07:27:47+00:00,This is a sample tweet about Indian stock market #banknifty,765,636,181,,#sensex,59,1582
user_87,2025-08-31 07:27:45+00:00,This is a sample tweet about Indian stock market #intraday,797,2778,330,"user_309, user_320, user_147","#banknifty, #intraday, #sensex",58,3905
user_267,2025-08-31 07:27:35+00:00,This is a sample tweet about Indian stock market #banknifty,887,1914,345,user_54,"#nifty50, #banknifty, #sensex",59,3146
user_109,2025-08-31 07:27:08+00:00,This is a sample tweet about Indian stock market #intraday,200,1686,314,user_475,"#banknifty, #nifty50, #sensex",58,2200
user_465,2025-08-31 07:24:15+00:00,This is a sample tweet about Indian stock market #intraday,944,2755,105,"user_139, user_469","#intraday, #banknifty",58,3804
user_18,2025-08-31 07:22:47+00:00,This is a sample tweet about Indian stock market #banknifty,389,876,163,user_215,"#sensex, #nifty50, #banknifty",59,1428
user_450,2025-08-31 07:22:44+00:00,This is a sample tweet about Indian stock market #banknifty,867,2236,251,,#nifty50,59,3354
user_135,2025-08-31 07:22:42+00:00,This is a sample tweet about Indian stock market #nifty50,68,1929,48,"user_95, user_242","#nifty50, #intraday, #sensex",57,2045
user_222,2025-08-31 07:21:19+00:00,This is a sample tweet about Indian stock market #intraday,407,1668,481,"user_33, user_422, user_350","#intraday, #banknifty, #nifty50",58,2556
user_236,2025-08-31 07:21:05+00:00,This is a sample tweet about Indian stock market #banknifty,387,2483,107,user_102,"#nifty50, #intraday",59,2977
user_356,2025-08-31 07:20:30+00:00,This is a sample tweet about Indian stock market #nifty50,271,359,40,user_405,#nifty50,57,670
user_63,2025-08-31 07:20:19+00:00,This is a sample tweet about Indian stock market #intraday,97,2191,415,"user_447, user_445","#nifty50, #sensex",58,2703
user_313,2025-08-31 07:19:45+00:00,This is a sample tweet about Indian stock market #sensex,69,2938,95,user_244,#sensex,56,3102
user_324,2025-08-31 07:19:26+00:00,This is a sample tweet about Indian stock market #sensex,774,1237,167,"user_390, user_160, user_95","#intraday, #sensex, #nifty50",56,2178
user_62,2025-08-31 07:17:56+00:00,This is a sample tweet about Indian stock market #nifty50,419,2750,146,"user_316, user_383",#sensex,57,3315
user_22,2025-08-31 07:17:29+00:00,This is a sample tweet about Indian stock market #intraday,301,1697,360,"user_99, user_405, user_343","#sensex, #intraday",58,2358
user_375,2025-08-31 07:17:24+00:00,This is a sample tweet about Indian stock market #sensex,883,2070,20,user_473,"#banknifty, #nifty50, #sensex",56,2973
user_109,2025-08-31 07:17:00+00:00,This is a sample tweet about Indian stock market #banknifty,879,1468,114,"user_444, user_243","#sensex, #intraday, #banknifty",59,2461
user_281,2025-08-31 07:16:08+00:00,This is a sample tweet about Indian stock market #nifty50,164,1356,17,user_305,#nifty50,57,1537
user_188,2025-08-31 07:15:40+00:00,This is a sample tweet about Indian stock market #banknifty,824,2716,216,user_318,"#banknifty, #intraday",59,3756
user_211,2025-08-31 07:15:36+00:00,This is a sample tweet about Indian stock market #banknifty,481,2227,442,"user_17, user_488, user_487","#intraday, #sensex",59,3150
user_40,2025-08-31 07:14:59+00:00,This is a sample tweet about Indian stock market #intraday,20,876,460,"user_207, user_432",#banknifty,58,1356
user_35,2025-08-31 07:14:47+00:00,This is a sample tweet about Indian stock market #banknifty,285,2230,142,user_436,#banknifty,59,2657
user_189,2025-08-31 07:14:41+00:00,This is a sample tweet about Indian stock market #nifty50,392,2558,2,"user_356, user_419","#banknifty, #sensex",57,2952
user_60,2025-08-31 07:14:36+00:00,This is a sample tweet about Indian stock market #sensex,980,1763,197,,"#nifty50, #banknifty",56,2940
user_385,2025-08-31 07:14:26+00:00,This is a sample tweet about Indian stock market #sensex,163,598,439,"user_422, user_301",#intraday,56,1200
user_415,2025-08-31 07:14:13+00:00,This is a sample tweet about Indian stock market #banknifty,121,1532,340,,#sensex,59,1993
user_115,2025-08-31 07:13:35+00:00,This is a sample tweet about Indian stock market #sensex,212,1776,2,,"#intraday, #nifty50",56,1990
user_3,2025-08-31 07:13:08+00:00,This is a sample tweet about Indian stock market #intraday,37,2401,162,"user_189, user_92, user_492",#sensex,58,2600
user_478,2025-08-31 07:12:59+00:00,This is a sample tweet about Indian stock market #intraday,610,824,441,"user_51, user_188, user_210","#nifty50, #banknifty",58,1875
user_500,2025-08-31 07:12:09+00:00,This is a sample tweet about Indian stock market #sensex,174,313,269,"user_454, user_12, user_365",#nifty50,56,756
user_284,2025-08-31 07:11:50+00:00,This is a sample tweet about Indian stock market #nifty50,24,2559,460,"user_455, user_385","#intraday, #sensex, #nifty50",57,3043
user_100,2025-08-31 07:11:19+00:00,This is a sample tweet about Indian stock market #intraday,972,914,37,"user_70, user_20, user_453","#nifty50, #sensex",58,1923
user_144,2025-08-31 07:11:06+00:00,This is a sample tweet about Indian stock market #sensex,466,2413,477,"user_496, user_277, user_497","#banknifty, #nifty50",56,3356
user_369,2025-08-31 07:09:39+00:00,This is a sample tweet about Indian stock market #banknifty,363,2727,42,"user_249, user_11","#banknifty, #nifty50, #sensex",59,3132
user_262,2025-08-31 07:09:32+00:00,This is a sample tweet about Indian stock market #nifty50,495,2191,442,"user_266, user_460","#sensex, #banknifty",57,3128
user_241,2025-08-31 07:08:24+00:00,This is a sample tweet about Indian stock market #banknifty,693,1221,283,,"#intraday, #nifty50, #banknifty",59,2197
user_173,2025-08-31 07:07:24+00:00,This is a sample tweet about Indian stock market #banknifty,811,2820,19,,"#nifty50, #intraday",59,3650
user_187,2025-08-31 07:06:46+00:00,This is a sample tweet about Indian stock market #sensex,33,1513,227,,#intraday,56,1773
user_30,2025-08-31 07:06:36+00:00,This is a sample tweet about Indian stock market #nifty50,206,2977,188,"user_62, user_342",#nifty50,57,3371
user_435,2025-08-31 07:06:34+00:00,This is a sample tweet about Indian stock market #intraday,781,2391,477,"user_333, user_233","#banknifty, #sensex",58,3649
user_99,2025-08-31 07:05:24+00:00,This is a sample tweet about Indian stock market #intraday,188,682,80,,"#banknifty, #sensex",58,950
user_32,2025-08-31 07:05:13+00:00,This is a sample tweet about Indian stock market #banknifty,952,1468,310,"user_51, user_83, user_217","#sensex, #intraday, #banknifty",59,2730
user_444,2025-08-31 07:05:12+00:00,This is a sample tweet about Indian stock market #nifty50,760,2347,257,"user_291, user_257",#sensex,57,3364
user_135,2025-08-31 07:04:23+00:00,This is a sample tweet about Indian stock market #banknifty,927,2685,413,"user_270, user_475, user_177","#banknifty, #sensex, #nifty50",59,4025
user_257,2025-08-31 07:03:29+00:00,This is a sample tweet about Indian stock market #nifty50,469,107,484,"user_140, user_392, user_334","#banknifty, #sensex, #intraday",57,1060
user_386,2025-08-31 07:03:20+00:00,This is a sample tweet about Indian stock market #banknifty,566,2208,7,user_27,"#nifty50, #banknifty",59,2781
user_18,2025-08-31 07:03:02+00:00,This is a sample tweet about Indian stock market #sensex,435,57,294,user_432,"#sensex, #banknifty",56,786
user_80,2025-08-31 07:02:58+00:00,This is a sample tweet about Indian stock market #sensex,328,2202,336,user_496,"#sensex, #intraday, #nifty50",56,2866
user_109,2025-08-31 07:02:41+00:00,This is a sample tweet about Indian stock market #nifty50,584,1454,490,"user_207, user_394, user_126",#intraday,57,2528
user_391,2025-08-31 07:02:35+00:00,This is a sample tweet about Indian stock market #banknifty,89,2612,160,"user_142, user_256","#sensex, #nifty50, #intraday",59,2861
user_270,2025-08-31 07:01:52+00:00,This is a sample tweet about Indian stock market #nifty50,610,1347,489,"user_405, user_485, user_347","#nifty50, #sensex",57,2446
user_369,2025-08-31 07:01:36+00:00,This is a sample tweet about Indian stock market #nifty50,226,1343,499,,#sensex,57,2068
user_99,2025-08-31 07:00:17+00:00,This is a sample tweet about Indian stock market #banknifty,285,2327,191,,"#sensex, #nifty50, #banknifty",59,2803
user_370,2025-08-31 07:00:04+00:00,This is a sample tweet about Indian stock market #intraday,873,330,270,"user_427, user_236, user_303","#banknifty, #sensex, #intraday",58,1473
user_307,2025-08-31 06:59:32+00:00,This is a sample tweet about Indian stock market #intraday,57,723,161,"user_81, user_133","#nifty50, #intraday",58,941
user_357,2025-08-31 06:58:39+00:00,This is a sample tweet about Indian stock market #intraday,273,1054,81,"user_211, user_14","#nifty50, #intraday",58,1408
user_211,2025-08-31 06:58:22+00:00,This is a sample tweet about Indian stock market #sensex,888,2479,230,"user_370, user_128","#sensex, #intraday",56,3597
user_456,2025-08-31 06:58:05+00:00,This is a sample tweet about Indian stock market #nifty50,803,1067,392,"user_375, user_231","#sensex, #intraday",57,2262
user_444,2025-08-31 06:55:56+00:00,This is a sample tweet about Indian stock market #sensex,3,2278,288,"user_291, user_249, user_92","#nifty50, #banknifty, #intraday",56,2569
user_170,2025-08-31 06:55:51+00:00,This is a sample tweet about Indian stock market #banknifty,987,971,189,user_320,#banknifty,59,2147
user_29,2025-08-31 06:55:20+00:00,This is a sample tweet about Indian stock market #sensex,811,765,425,,"#intraday, #banknifty, #sensex",56,2001
user_401,2025-08-31 06:55:12+00:00,This is a sample tweet about Indian stock market #intraday,80,1677,338,"user_436, user_331, user_401","#banknifty, #intraday",58,2095
user_470,2025-08-31 06:54:53+00:00,This is a sample tweet about Indian stock market #banknifty,757,630,177,,"#intraday, #nifty50, #banknifty",59,1564
user_463,2025-08-31 06:54:15+00:00,This is a sample tweet about Indian stock market #banknifty,161,474,231,user_83,"#sensex, #banknifty",59,866
user_226,2025-08-31 06:53:57+00:00,This is a sample tweet about Indian stock market #intraday,401,381,194,"user_323, user_285, user_416","#banknifty, #nifty50",58,976
user_101,2025-08-31 06:53:21+00:00,This is a sample tweet about Indian stock market #banknifty,96,2619,290,user_348,"#nifty50, #intraday, #sensex",59,3005
user_282,2025-08-31 06:51:30+00:00,This is a sample tweet about Indian stock market #sensex,21,2610,319,user_270,"#sensex, #nifty50, #banknifty",56,2950
user_25,2025-08-31 06:51:17+00:00,This is a sample tweet about Indian stock market #nifty50,900,2030,166,,#nifty50,57,3096
user_287,2025-08-31 06:50:09+00:00,This is a sample tweet about Indian stock market #banknifty,568,873,397,user_301,#nifty50,59,1838
user_271,2025-08-31 06:48:44+00:00,This is a sample tweet about Indian stock market #nifty50,790,1167,134,"user_122, user_227",#banknifty,57,2091
user_134,2025-08-31 06:48:00+00:00,This is a sample tweet about Indian stock market #banknifty,201,217,317,"user_306, user_425, user_476",#intraday,59,735
user_217,2025-08-31 06:47:56+00:00,This is a sample tweet about Indian stock market #sensex,594,1254,297,"user_378, user_381, user_329","#intraday, #sensex, #nifty50",56,2145
user_343,2025-08-31 06:47:06+00:00,This is a sample tweet about Indian stock market #banknifty,724,445,432,,"#intraday, #nifty50, #banknifty",59,1601
user_462,2025-08-31 06:46:52+00:00,This is a sample tweet about Indian stock market #banknifty,61,688,487,"user_420, user_179",#sensex,59,1236
user_18,2025-08-31 06:46:46+00:00,This is a sample tweet about Indian stock market #banknifty,573,1543,228,"user_367, user_383",#banknifty,59,2344
user_255,2025-08-31 06:46:23+00:00,This is a sample tweet about Indian stock market #banknifty,482,259,328,,#banknifty,59,1069
user_378,2025-08-31 06:46:03+00:00,This is a sample tweet about Indian stock market #nifty50,899,1465,435,"user_109, user_398",#sensex,57,2799
user_95,2025-08-31 06:44:55+00:00,This is a sample tweet about Indian stock market #banknifty,638,2440,485,"user_31, user_119, user_249","#nifty50, #sensex, #intraday",59,3563
user_184,2025-08-31 06:44:32+00:00,This is a sample tweet about Indian stock market #banknifty,489,171,143,"user_438, user_277","#nifty50, #intraday, #sensex",59,803
user_253,2025-08-31 06:44:29+00:00,This is a sample tweet about Indian stock market #intraday,142,632,243,user_192,"#sensex, #banknifty",58,1017
user_172,2025-08-31 06:44:20+00:00,This is a sample tweet about Indian stock market #banknifty,63,538,8,user_27,"#sensex, #banknifty",59,609
user_373,2025-08-31 06:43:49+00:00,This is a sample tweet about Indian stock market #nifty50,947,2935,184,,"#sensex, #intraday, #nifty50",57,4066
user_23,2025-08-31 06:42:26+00:00,This is a sample tweet about Indian stock market #banknifty,140,2480,290,,"#banknifty, #sensex, #nifty50",59,2910
user_139,2025-08-31 06:41:21+00:00,This is a sample tweet about Indian stock market #sensex,960,1557,154,"user_397, user_354",#banknifty,56,2671
user_373,2025-08-31 06:40:08+00:00,This is a sample tweet about Indian stock market #nifty50,536,2930,111,,"#sensex, #nifty50",57,3577
user_91,2025-08-31 06:39:53+00:00,This is a sample tweet about Indian stock market #sensex,423,1148,150,"user_329, user_182",#banknifty,56,1721
user_106,2025-08-31 06:39:23+00:00,This is a sample tweet about Indian stock market #banknifty,397,314,313,"user_319, user_185, user_266","#nifty50, #intraday",59,1024
user_102,2025-08-31 06:37:59+00:00,This is a sample tweet about Indian stock market #nifty50,304,564,53,"user_355, user_135","#sensex, #banknifty",57,921
user_78,2025-08-31 06:36:46+00:00,This is a sample tweet about Indian stock market #intraday,365,2238,235,user_34,"#banknifty, #nifty50, #intraday",58,2838
user_176,2025-08-31 06:34:54+00:00,This is a sample tweet about Indian stock market #banknifty,413,277,209,,"#nifty50, #sensex",59,899
user_75,2025-08-31 06:32:58+00:00,This is a sample tweet about Indian stock market #intraday,262,812,127,user_440,"#intraday, #banknifty",58,1201
user_365,2025-08-31 06:32:54+00:00,This is a sample tweet about Indian stock market #sensex,231,1163,103,"user_250, user_417",#intraday,56,1497
user_136,2025-08-31 06:32:48+00:00,This is a sample tweet about Indian stock market #sensex,736,536,57,user_52,"#nifty50, #banknifty",56,1329
user_106,2025-08-31 06:32:05+00:00,This is a sample tweet about Indian stock market #intraday,318,1771,354,"user_342, user_485, user_419","#sensex, #intraday, #nifty50",58,2443
user_424,2025-08-31 06:31:19+00:00,This is a sample tweet about Indian stock market #nifty50,493,2426,144,"user_34, user_254, user_500","#nifty50, #intraday",57,3063
user_340,2025-08-31 06:31:11+00:00,This is a sample tweet about Indian stock market #sensex,228,190,452,user_454,#nifty50,56,870
user_192,2025-08-31 06:30:55+00:00,This is a sample tweet about Indian stock market #sensex,73,1219,441,"user_239, user_427, user_405",#banknifty,56,1733
user_101,2025-08-31 06:30:38+00:00,This is a sample tweet about Indian stock market #banknifty,628,2890,402,user_279,"#nifty50, #banknifty",59,3920
user_451,2025-08-31 06:30:04+00:00,This is a sample tweet about Indian stock market #intraday,556,1336,439,user_441,"#sensex, #banknifty, #nifty50",58,2331
user_371,2025-08-31 06:28:53+00:00,This is a sample tweet about Indian stock market #intraday,660,2082,174,"user_180, user_380","#sensex, #banknifty, #intraday",58,2916
user_11,2025-08-31 06:27:52+00:00,This is a sample tweet about Indian stock market #banknifty,449,1752,388,"user_481, user_70, user_217","#banknifty, #sensex",59,2589
user_270,2025-08-31 06:27:13+00:00,This is a sample tweet about Indian stock market #intraday,52,2537,471,"user_254, user_323",#nifty50,58,3060
user_367,2025-08-31 06:26:57+00:00,This is a sample tweet about Indian stock market #nifty50,650,2215,478,,"#banknifty, #sensex, #intraday",57,3343
user_115,2025-08-31 06:26:08+00:00,This is a sample tweet about Indian stock market #banknifty,397,2175,176,"user_181, user_318","#sensex, #banknifty",59,2748
user_30,2025-08-31 06:25:49+00:00,This is a sample tweet about Indian stock market #banknifty,484,1379,24,"user_316, user_471, user_185","#sensex, #banknifty",59,1887
user_195,2025-08-31 06:25:36+00:00,This is a sample tweet about Indian stock market #nifty50,555,1767,7,"user_185, user_334",#intraday,57,2329
user_8,2025-08-31 06:24:55+00:00,This is a sample tweet about Indian stock market #sensex,629,1000,234,"user_331, user_350",#nifty50,56,1863
user_52,2025-08-31 06:24:30+00:00,This is a sample tweet about Indian stock market #sensex,348,2133,373,user_475,"#banknifty, #nifty50",56,2854
user_454,2025-08-31 06:21:18+00:00,This is a sample tweet about Indian stock market #sensex,237,2498,487,"user_102, user_348, user_217",#nifty50,56,3222
user_62,2025-08-31 06:20:34+00:00,This is a sample tweet about Indian stock market #sensex,78,1735,463,"user_224, user_214",#nifty50,56,2276
user_347,2025-08-31 06:18:46+00:00,This is a sample tweet about Indian stock market #banknifty,740,2267,151,"user_365, user_230, user_224","#banknifty, #sensex",59,3158
user_318,2025-08-31 06:18:06+00:00,This is a sample tweet about Indian stock market #sensex,983,1847,12,"user_371, user_148, user_6",#nifty50,56,2842
user_39,2025-08-31 06:17:40+00:00,This is a sample tweet about Indian stock market #banknifty,601,1833,272,,#nifty50,59,2706
user_225,2025-08-31 06:17:40+00:00,This is a sample tweet about Indian stock market #intraday,283,2161,75,"user_218, user_306","#intraday, #sensex",58,2519
user_458,2025-08-31 06:15:16+00:00,This is a sample tweet about Indian stock market #sensex,984,2004,447,user_330,#banknifty,56,3435
user_252,2025-08-31 06:14:18+00:00,This is a sample tweet about Indian stock market #intraday,308,1245,385,user_153,"#sensex, #banknifty, #nifty50",58,1938
